Species,ID,Family2,Order2,Avibase.ID2,MODERN,HISTORICAL,BARB_H,BARB_M,BARB_EXT,BARB_NEW,POP_BARB,SAGU_H,SAGU_M,SAGU_EXT,SAGU_NEW,POP_SAGU,TOCHE_H,TOCHE_M,TOCHE_EXT,TOCHE_NEW,POP_TOCHE,HON_H,HON_M,HON_EXT,HON_NEW,POP_HON,FLOR_H,FLOR_M,FLOR_EXT,FLOR_NEW,POP_FLOR,FUSA_H,FUSA_M,FUSA_EXT,FUSA_NEW,POP_FUSA,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Previo_nombre
Myiotriccus ornatus,483,Tyrannidae,Passeriformes,AVIBASE-8897A0C5,0,11,7,0,1,,A,,,,,,,,,,,,,,,,,,,,,4,0,1,,A,12,2,4,6,5,13.1,6.7,4.8,3.4,15,61.6,11.8,49.1,19.4,47.1,9.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myiozetetes cayanensis,484,Tyrannidae,Passeriformes,AVIBASE-B384278C,87,7,1,36,,,C,3,8,,,C,,,,,,2,42,,,C,0,1,,1,B,1,0,1,,A,21,4,7,10,4,14.4,9.8,5.4,4.6,20.4,84.1,12.8,70,15.4,71.4,25.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Myiozetetes granadensis,485,Tyrannidae,Passeriformes,AVIBASE-DCCFF7D4,9,1,1,1,,,C,,,,,,,,,,,,,,,,0,8,,1,B,,,,,,14,6,5,3,4,17.8,9.8,5.7,5.1,17.8,86.6,14.2,73.8,16.2,66.8,29.3,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,
Myiozetetes similis,486,Tyrannidae,Passeriformes,AVIBASE-468B520C,16,1,,,,,,0,2,,1,B,,,,,,0,4,,1,B,1,10,,,C,,,,,,34,11,12,11,4,17.4,9.7,5.5,4.9,19.6,87,14.5,73.8,16.4,69.1,28,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Insessorial,
Myornis senilis,487,Rhinocryptidae,Passeriformes,AVIBASE-EFE9D5AA,6,4,,,,,,,,,,,3,5,,,C,,,,,,,,,,,1,1,,,C,5,3,2,0,4,16.6,8.7,3.5,4.4,21.7,56.9,7.2,50.1,12.5,62.7,21.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmeciza longipes,488,Thamnophilidae,Passeriformes,AVIBASE-40373FE1,23,4,,,,,,,,,,,,,,,,4,23,,,C,,,,,,,,,,,11,4,7,0,4,20.3,12,4.3,4.5,29.2,64.8,4,61.3,6.4,53.1,27.9,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,
Myrmelastes leucostigma,489,Thamnophilidae,Passeriformes,AVIBASE-9736A466,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,10,4,6,0,5,21.9,12.3,4.5,4.9,26.2,66.1,6.3,60.8,9.5,56.4,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,
Myrmoborus leucophrys,490,Thamnophilidae,Passeriformes,AVIBASE-C9620F9F,0,5,,,,,,,,,,,,,,,,,,,,,5,0,1,,A,,,,,,19,9,10,0,5,18,10.8,4.5,4.7,25.2,64.9,8.7,56.4,13.6,43.8,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmoborus myotherinus,491,Thamnophilidae,Passeriformes,AVIBASE-F5CD9018,1,9,,,,,,,,,,,,,,,,,,,,,9,1,,,C,,,,,,33,10,22,1,2,17.9,10.2,4.2,4.6,25.7,62,9.2,53.4,14.8,40.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmothera campanisona,492,Grallariidae,Passeriformes,AVIBASE-A54A1842,0,4,,,,,,,,,,,,,,,,,,,,,4,0,1,,A,,,,,,110,32,63,15,4,20.8,12,5.4,5.8,40.1,77.5,5.8,75.4,7.1,35.2,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Myrmothera dives,493,Grallariidae,Passeriformes,AVIBASE-FF02D7B1,0,6,5,0,1,,A,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,22,3,16,3,4,20.8,12.6,5.2,5.3,36.4,75.4,5.7,73.1,7.2,34.1,44,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,
Myrmotherula axillaris,494,Thamnophilidae,Passeriformes,AVIBASE-76C308FC,21,12,2,21,,,C,,,,,,,,,,,,,,,,10,0,1,,A,,,,,,65,26,38,1,9,15,9.1,3.4,3.7,15.5,51.1,7.5,44.4,14.8,36.5,8.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmotherula brachyura,495,Thamnophilidae,Passeriformes,AVIBASE-64B34CDD,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,9,3,6,0,4,13.5,8.5,3.1,3,16.2,43.6,4.2,39.7,9.5,19.5,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmotherula menetriesii,496,Thamnophilidae,Passeriformes,AVIBASE-3DD03F2C,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,12,4,8,0,4,15.6,9.8,3.7,3.5,16.1,52.3,7.6,45.7,14.4,29.8,8.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmotherula pacifica,497,Thamnophilidae,Passeriformes,AVIBASE-9E1460BD,27,0,0,27,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,6,0,4,15.3,9.7,3.6,3.2,17.5,50.6,5.4,46.1,10.7,28,10.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Myrmotherula schisticolor,498,Thamnophilidae,Passeriformes,AVIBASE-CF8A3394,0,10,,,,,,8,0,1,,A,,,,,,,,,,,1,0,1,,A,1,0,1,,A,12,6,6,0,5,15.5,8.2,3.3,3.4,15.6,54.9,7.3,48.7,13.4,36.9,9.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Myrmotherula surinamensis,499,Thamnophilidae,Passeriformes,AVIBASE-C6635857,0,5,5,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,0,4,15.2,9.2,3.4,3.1,16.9,49.1,6,43.9,12.1,23.8,8.3,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,
Nephelomyias pulcher,500,Tyrannidae,Passeriformes,AVIBASE-BF1FED0E,2,4,,,,,,0,2,,1,B,,,,,,,,,,,,,,,,4,0,1,,A,9,2,6,1,4,12.4,5.1,3.4,2.5,15.4,54.1,8.4,45.7,15.6,42.1,9.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Notharchus hyperrhynchus,501,Bucconidae,Galbuliformes,AVIBASE-6CC108F6,0,2,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,,,,,,10,3,5,2,7,50.2,40,16.4,17.3,19.9,114.7,30.1,83.8,26.3,89.3,95.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Notharchus pectoralis,502,Bucconidae,Galbuliformes,AVIBASE-E2F43007,17,9,9,17,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,3,1,4,35,25.6,11.9,13,16.5,97.5,28.4,69.1,29.1,83.8,69.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Notharchus tectus,503,Bucconidae,Galbuliformes,AVIBASE-70D5AC76,1,4,4,0,1,,A,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,10,4,4,2,7,24.9,17.8,8.6,9.4,12.9,71.8,19,53,26.4,53.7,26.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Nothocercus bonapartei,504,Tinamidae,Tinamiformes,AVIBASE-66C31E09,1,0,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,6,1,1,4,4,36.5,10.2,4.8,5.6,68.8,212,31.2,180.8,14.7,60,763,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,
Nyctibius grandis,505,Nyctibiidae,Caprimulgiformes,AVIBASE-EBEFFDBF,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,7,1,5,1,4,45.3,16.4,6.7,7.6,16.8,374.1,164,211.2,44,250.9,547,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Nyctibius griseus,506,Nyctibiidae,Caprimulgiformes,AVIBASE-7333ADB3,1,0,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,9,4,2,3,4,28.6,11.9,5.1,6.3,10.4,256.4,111,143,43.8,181.8,172,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Nycticorax nycticorax,507,Ardeidae,Pelecaniformes,AVIBASE-6BB94D7E,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,10,4,4,2,4,80.5,56.7,12.1,18.6,69.2,285.7,92.7,187.8,33.1,95.8,810,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,
Nyctidromus albicollis,508,Caprimulgidae,Caprimulgiformes,AVIBASE-F2CB69EC,7,3,1,0,1,,A,2,3,,,C,,,,,,0,1,,1,B,0,3,,1,B,,,,,,26,8,15,3,8,16.2,7.2,5,3.5,22.1,150.9,53,95.6,35.8,136.2,57.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,
Nyctiphrynus rosenbergi,509,Caprimulgidae,Caprimulgiformes,AVIBASE-A7CDF961,0,2,2,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,3,14,6.2,5.4,3.6,17.5,123.8,41.5,82.3,33.4,94.5,52,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,
Nystalus radiatus,510,Bucconidae,Galbuliformes,AVIBASE-4B154EA6,0,3,2,0,1,,A,,,,,,,,,,,1,0,1,,A,,,,,,,,,,,5,3,1,1,4,30.4,23.8,10.6,12.3,16.9,91.6,20.4,69.3,22.8,78.2,61,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Ochthoeca cinnamomeiventris,511,Tyrannidae,Passeriformes,AVIBASE-400BAC3E,29,10,,,,,,6,0,1,,A,2,21,,,C,,,,,,,,,,,2,8,,,C,80,19,24,37,17,13.4,7.2,4.8,3.4,18.7,65.2,11.9,54.8,17.9,57.3,12,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,
Ochthoeca diadema,512,Tyrannidae,Passeriformes,AVIBASE-D6F1EBE0,23,6,,,,,,,,,,,4,12,,,C,,,,,,,,,,,2,11,,,C,25,2,8,15,4,12.7,6.8,4.1,3.5,19.3,63,11,52.4,17.3,55.1,11.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Ochthoeca frontalis,513,Tyrannidae,Passeriformes,AVIBASE-5F7F8EA6,4,0,,,,,,,,,,,0,4,,1,B,,,,,,,,,,,,,,,,44,25,11,8,8,12.1,6.3,3.5,3.3,21,65.2,9.5,55.5,14.7,57.5,10,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Ochthoeca fumicolor,514,Tyrannidae,Passeriformes,AVIBASE-D5E07ED0,2,3,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,3,0,1,,A,20,11,7,2,8,15.3,8.3,3.9,3.6,23.9,82.7,15.7,67,19,74.7,16.6,Dunning,NA,NO,NA,NA,Grassland,2,1,Carnivore,Invertivore,Insessorial,
Ochthoeca rufipectoralis,515,Tyrannidae,Passeriformes,AVIBASE-15FF866A,6,16,,,,,,,,,,,16,6,,,C,,,,,,,,,,,,,,,,49,8,9,32,26,13.7,6.5,3.5,3,19.8,66.3,13,53.3,19.6,61.5,10,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Ochthornis littoralis,516,Tyrannidae,Passeriformes,AVIBASE-BFE83634,3,2,,,,,,,,,,,,,,,,,,,,,2,3,,,C,,,,,,5,2,3,0,4,14.5,8.2,4.6,3.2,17.2,70.2,12.3,57.5,17.6,54.6,13.4,Dunning,NA,NO,NA,NA,Riverine,3,1,Carnivore,Invertivore,Insessorial,
Ocreatus underwoodii,517,Trochilidae,Caprimulgiformes,AVIBASE-D3ECED63,50,8,,,,,,6,23,,,C,0,18,,1,B,,,,,,,,,,,2,9,,,C,21,10,10,1,4,17.6,16.2,2,1.7,4.5,42.6,29.3,13.4,68.7,51.1,3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Odontophorus gujanensis,518,Odontophoridae,Galliformes,AVIBASE-B41E681C,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,7,2,5,0,6,19.7,11.2,7.9,11.5,37.2,143.4,18.8,122.8,13.3,71.3,314.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,
Odontorchilus branickii,519,Troglodytidae,Passeriformes,AVIBASE-E59FF7D2,0,1,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,5,2,3,0,4,14.5,9.1,3,3,16.1,58.2,8,50.2,13.7,52.6,9.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Ognorhynchus icterotis,520,Psittacidae,Psittaciformes,AVIBASE-BCCB23F5,143,23,,,,,,,,,,,23,143,,,C,,,,,,,,,,,,,,,,4,0,0,4,4,40.4,36,25.2,44.8,20.8,220,108.5,111.5,49.4,173.2,285,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Opisthocomus hoazin,521,Opisthocomidae,Opisthocomiformes,AVIBASE-7E83A1B3,13,0,,,,,,,,,,,,,,,,,,,,,0,13,,1,B,,,,,,6,2,1,3,4,32.6,15.7,10.2,13.7,51.3,322,47.7,275.3,14.8,290.7,696,Dunning,NA,NO,NA,NA,Riverine,2,1,Herbivore,Herbivore terrestrial,Insessorial,
Opisthoprora euryptera,522,Trochilidae,Caprimulgiformes,AVIBASE-42C0AED1,7,0,,,,,,,,,,,0,7,,1,B,,,,,,,,,,,,,,,,4,0,0,4,4,16.4,10.9,1.9,1.8,6.2,63.2,37.8,25.5,59.8,42.5,6.2,Updated_literature,BoW,NO,NA,NA,Shrubland,2,1,Herbivore,Nectarivore,Aerial,
Ornithion brunneicapillus,523,Tyrannidae,Passeriformes,AVIBASE-BF566659,1,0,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2,2,4,9.3,5.3,3,3.7,12.9,43.5,5.5,38,12.6,27.1,7.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Orochelidon murina,524,Hirundinidae,Passeriformes,AVIBASE-61CC48FF,61,9,,,,,,,,,,,0,18,,1,B,,,,,,,,,,,9,43,,,C,15,6,5,4,4,9.8,4.3,3.4,2.2,11.5,112.7,57,56.3,50.3,61.6,11.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Aerial,
Ortalis columbiana,525,Cracidae,Galliformes,AVIBASE-1F58D15F,102,5,,,,,,4,76,,,C,0,21,,1,B,0,5,,1,B,,,,,,1,0,1,,A,10,2,3,5,4,30.7,11.4,7.8,9.4,62.6,225.6,27,197.9,11.9,269.9,547.7,DataFromSplit,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,
Ortalis guttata,526,Cracidae,Galliformes,AVIBASE-3BA3E03E,12,3,,,,,,3,0,1,,A,,,,,,,,,,,0,12,,1,B,,,,,,18,8,6,4,4,28.2,11.6,6.3,9.1,53.6,192.3,29.3,165.6,15,214.5,547.7,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,
Orthopsittaca manilatus,527,Psittacidae,Psittaciformes,AVIBASE-9A5F4D95,10,2,,,,,,2,0,1,,A,,,,,,,,,,,0,10,,1,B,,,,,,11,4,4,3,8,30.5,27.7,17,30.8,20.6,239.8,99.9,139.9,41.5,214.5,372,Dunning,NA,NO,NA,NA,Woodland,2,2,Herbivore,Frugivore,Insessorial,
Pachyramphus castaneus,528,Tityridae,Passeriformes,AVIBASE-3A6FE3D7,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,15,3,12,0,6,14.3,9.6,6.2,5.1,18.3,74.1,14,62.4,18.3,59.9,19.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Pachyramphus cinnamomeus,529,Tityridae,Passeriformes,AVIBASE-BBABBA53,7,11,11,5,,,C,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,21,5,11,5,4,16.8,10.6,7.6,5.6,19.7,77,16.1,61.5,20.7,59.4,20.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Pachyramphus homochrous,530,Tityridae,Passeriformes,AVIBASE-5B66BF7C,2,0,0,2,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,4,19.4,13.3,7.7,7.4,20.6,87.5,18,69.5,20.6,71.2,37.3,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Omnivore,Insessorial,
Pachyramphus marginatus,531,Tityridae,Passeriformes,AVIBASE-FC849C19,0,2,2,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,0,6,14.7,10.1,6.9,5.2,18.5,67.7,15,53.7,21.8,50.4,18.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,
Pachyramphus minor,532,Tityridae,Passeriformes,AVIBASE-58599303,0,3,,,,,,,,,,,,,,,,,,,,,3,0,1,,A,,,,,,9,4,5,0,6,19.3,13.5,8.4,7.6,20.9,89.2,18,71,20.3,65.1,36.6,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Omnivore,Insessorial,
Pachyramphus polychopterus,533,Tityridae,Passeriformes,AVIBASE-CE997BBD,14,6,,,,,,,,,,,,,,,,,,,,,3,14,,,C,3,0,1,,A,45,14,28,3,12,14.9,10.4,7,5.7,18.7,72,16.4,58.5,21.8,55.7,20.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,
Pachyramphus versicolor,534,Tityridae,Passeriformes,AVIBASE-69B72BD0,7,3,,,,,,0,1,,1,B,0,2,,1,B,,,,,,,,,,,3,4,,,C,21,8,13,0,4,12.6,7.4,5.2,4.4,16.2,64.6,13.5,52.1,20.6,51.7,15.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Pachysylvia decurtata,535,Vireonidae,Passeriformes,AVIBASE-58274D5F,10,0,0,10,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,34,8,20,6,5,14.6,8.4,3.5,3.7,16.9,52.5,6.8,46.7,12.8,36,8.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Pachysylvia semibrunnea,536,Vireonidae,Passeriformes,AVIBASE-204918E7,2,2,,,,,,2,0,1,,A,,,,,,0,2,,1,B,,,,,,,,,,,16,0,6,10,4,16,9,4,4.3,17.9,62.2,7.8,54.4,12.6,50.1,11.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Pandion haliaetus,537,Pandionidae,Accipitriformes,AVIBASE-1327AC55,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,12,5,4,3,8,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,Dunning,NA,NO,NA,NA,Marine,3,3,Carnivore,Aquatic predator,Aerial,
Panyptila cayennensis,538,Apodidae,Caprimulgiformes,AVIBASE-9E39F33E,15,0,0,15,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,6,5,8.2,3.8,3,2.1,7.8,118.8,81.2,37.3,68.5,52.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,
Parabuteo leucorrhous,539,Accipitridae,Accipitriformes,AVIBASE-8C150371,1,0,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,5,2,3,0,4,29,17,9.8,14.2,62.6,241,65.5,174.2,27.3,171.6,290,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,
Parkesia noveboracensis,540,Parulidae,Passeriformes,AVIBASE-709AF716,1,4,,,,,,1,0,1,,A,2,0,1,,A,1,1,,,C,,,,,,,,,,,57,4,6,47,4,18.8,9.7,3.5,3.7,23,73.9,21,54.2,28,49.9,16.3,Dunning,NA,NO,NA,NA,Shrubland,1,3,Carnivore,Invertivore,Terrestrial,
Paroaria gularis,541,Thraupidae,Passeriformes,AVIBASE-5617D13D,10,6,,,,,,,,,,,,,,,,,,,,,6,10,,,C,,,,,,5,2,1,2,4,16.6,10.4,4.7,6,22.3,83.6,12.9,70.9,15.3,69,23.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,
Patagioenas cayennensis,542,Columbidae,Columbiformes,AVIBASE-A8908194,38,0,0,4,,1,B,0,4,,1,B,,,,,,0,20,,1,B,0,10,,1,B,,,,,,13,5,8,0,6,24.5,12.1,4.6,5.5,23.4,180.3,62.8,115.9,35.1,112.7,229,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Frugivore,Insessorial,
Patagioenas fasciata,543,Columbidae,Columbiformes,AVIBASE-31ACA998,95,4,,,,,,1,23,,,C,3,72,,,C,,,,,,,,,,,,,,,,20,7,11,2,7,25.5,15.1,6,6.1,26.5,205.4,73.8,131.3,36,141.5,366.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial,
Patagioenas goodsoni,544,Columbidae,Columbiformes,AVIBASE-A057002F,26,0,0,26,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,0,6,17,9.1,4,5.2,20,148.7,50.9,97.8,34.2,99.6,176,Inferred,NA,YES,Body Mass,Patagioenas nigrirostris,Forest,2,1,Herbivore,Frugivore,Insessorial,
Patagioenas plumbea,545,Columbidae,Columbiformes,AVIBASE-CD161B09,1,0,,,,,,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,13,5,7,1,4,23.1,12.9,4.3,5.1,23.1,177.8,61.9,115.7,34.9,141.6,178.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Patagioenas speciosa,546,Columbidae,Columbiformes,AVIBASE-3EAF0903,3,0,0,3,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,0,4,24.5,12.3,4.8,6,23.7,184.7,65.5,114,36.5,98.3,258.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Patagioenas subvinacea,547,Columbidae,Columbiformes,AVIBASE-F4F72BD9,5,1,,,,,,0,5,,1,B,,,,,,,,,,,1,0,1,,A,,,,,,8,3,5,0,4,18.8,9.8,3.8,4.1,20.8,156.3,53.6,102.7,34.3,114.4,162.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,
Penelope jacquacu,548,Cracidae,Galliformes,AVIBASE-1D1EDAF0,3,0,,,,,,,,,,,,,,,,,,,,,0,3,,1,B,,,,,,8,2,5,1,4,38.4,14.8,8.8,10.4,79.7,296.4,30.3,268.4,10.3,322.4,1487.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Penelope montagnii,549,Cracidae,Galliformes,AVIBASE-6CF279AC,23,0,,,,,,,,,,,0,23,,1,B,,,,,,,,,,,,,,,,11,4,6,1,4,34.8,14.6,9.1,10.1,58.7,241.5,30.9,219.7,12.2,250.8,706,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Penelope purpurascens,550,Cracidae,Galliformes,AVIBASE-01A38979,0,1,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,7,3,1,3,6,45.8,18.2,10.1,11.2,83.5,379.7,45.7,337.6,12,368.6,2060,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Phaenostictus mcleannani,551,Thamnophilidae,Passeriformes,AVIBASE-C2AB74DB,13,2,2,13,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,0,4,23.4,13.9,5.1,6.9,32.2,89.8,12.5,79.1,13.7,83.2,51.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Phaeomyias murina,552,Tyrannidae,Passeriformes,AVIBASE-F2D76F95,16,4,,,,,,0,2,,1,B,,,,,,3,7,,,C,0,7,,1,B,1,0,1,,A,34,9,9,16,11,11.2,6.3,4,3.2,18.7,55.7,8.7,47.5,15.3,52,10,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Insessorial,
Phaethornis anthophilus,553,Trochilidae,Caprimulgiformes,AVIBASE-0636BA02,15,0,,,,,,,,,,,,,,,,0,15,,1,B,,,,,,,,,,,10,1,1,8,4,36.4,31,2.3,2.3,4.7,57.2,33.9,23.3,59.3,62.9,5.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Phaethornis atrimentalis,554,Trochilidae,Caprimulgiformes,AVIBASE-BF1FDF21,30,0,,,,,,,,,,,,,,,,,,,,,0,30,,1,B,,,,,,4,0,0,4,4,25.2,20.5,1.7,1.9,4,38.5,25,13.5,65,33,2.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Phaethornis bourcieri,555,Trochilidae,Caprimulgiformes,AVIBASE-D666062A,3,4,,,,,,,,,,,,,,,,,,,,,4,3,,,C,,,,,,9,0,7,2,8,34,29.3,2.4,2.7,4.2,56.8,38.1,18.5,67.5,61.2,4.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Phaethornis guy,556,Trochilidae,Caprimulgiformes,AVIBASE-5C47DAE8,4,0,,,,,,,,,,,,,,,,0,4,,1,B,,,,,,,,,,,38,13,8,17,8,42.4,33.6,3.3,2.5,4.7,59.2,37.5,21.1,64,64.4,6.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Phaethornis longuemareus,557,Trochilidae,Caprimulgiformes,AVIBASE-95CAE4C3,0,2,2,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,4,3,28.4,23.8,2.2,2.5,4.1,43.1,28,14.9,65.3,36.8,3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
