Species;ID;Family2;Order2;Avibase.ID2;MODERN;HISTORICAL;MIR_H_corr;MIR_M;MIR_M_LOST;MIR_EXT;MIR_EXT_1_2;MIR_NEW;POP_MIR;BARB_H_corr;BARB_M;BARB_M_LOST;BARB_EXT;BARB_EXT_1_2;BARB_NEW;POP_BARB;POP_BARB_SOLO_EXT;SAGU_H_corr;SAGU_M;SAGU_M_LOST;SAGU_EXT;SAGU_EXT_1_2;SAGU_NEW;POP_SAGU;TOCHE_H_corr;TOCHE_M;TOCHE_M_LOST;TOCHE_EXT;TOCHE_EXT_1_2;TOCHE_NEW;POP_TOCHE;HON_H_corr;HON_M;HON_M_LOST;HON_EXT;HON_EXT_1_2;HON_NEW;POP_HON;FLOR_H_corr;FLOR_M;FLOR_M_LOST;FLOR_EXT;FLOR_EXT_1_2;FLOR_NEW;POP_FLOR;FUSA_H_corr;FUSA_M;FUSA_M_LOST;FUSA_EXT;FUSA_EXT_1_2;FUSA_NEW;POP_FUSA;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand.Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;EXTINCT;Extinct shared
Sporophila murallae;718;Thraupidae;Passeriformes;AVIBASE-96BD30EC;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;;;C;;;;;;;;5;2;3;0;5;11.8;7.9;5.2;7;15.6;55.5;7.9;47.7;14.2;48.2;10.8;EltonTraits_GenAvg;NA;NO;NA;NA;Shrubland;2;2;Herbivore;Granivore;Insessorial;0;0
Sporophila nigricollis;719;Thraupidae;Passeriformes;AVIBASE-52DEFF09;48;13;3;6;6;;;;C;4;11;11;;;;C;C;5;22;22;;;;C;;;;;;;;0;8;;;;1;B;1;1;1;3;;;C;;;;;;;;113;60;47;6;4;9.1;6;5;6.5;13.8;52.4;7.9;45.6;14.7;43;9.6;Dunning;NA;NO;NA;NA;Shrubland;3;1;Herbivore;Granivore;Insessorial;0;0
Sporophila schistacea;720;Thraupidae;Passeriformes;AVIBASE-6DA5E4F4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;C;;;;;;;;;;;;;;;5;1;4;0;4;12.9;7.3;5.4;7.3;14.1;61.5;15.4;46.2;24.9;40.2;12.7;Dunning;NA;NO;NA;NA;Forest;1;2;Herbivore;Granivore;Generalist;0;0
Stelgidopteryx ruficollis;721;Hirundinidae;Passeriformes;AVIBASE-EE5B7812;15;6;0;1;;;;1;B;3;4;4;;;;C;C;0;7;;;;1;B;2;1;1;3;;;C;0;1;;;;1;B;1;1;1;;;;C;;;;;;;;36;9;7;20;4;11.5;5;4.5;2.9;11;104.2;54.4;51.1;51.6;50.8;16.1;Dunning;NA;NO;NA;NA;Shrubland;3;1;Carnivore;Invertivore;Aerial;0;0
Stilpnia cyanicollis;722;Thraupidae;Passeriformes;AVIBASE-98A16735;37;39;8;2;2;;;;C;0;2;;;;1;B;B;26;19;19;;;;C;0;5;;;;1;B;3;8;8;;;;C;;;;;;;;2;1;1;3;;;C;22;5;10;7;5;12.3;7.6;4.5;4.9;17.4;66.1;14.7;52.4;21.9;46.5;17;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;0;0
Stilpnia heinei;723;Thraupidae;Passeriformes;AVIBASE-41A0DB76;29;18;0;3;;;;1;B;;;;;;;;;4;1;1;;;;C;0;19;;;;1;B;;;;;;;;;;;;;;;14;6;6;;;;C;12;6;5;1;4;10.7;6.6;4.5;4.6;17.6;74;18.6;55.5;25.1;48.3;20.2;Dunning;NA;NO;NA;NA;Human Modified;1;1;Herbivore;Frugivore;Insessorial;0;0
Stilpnia larvata;724;Thraupidae;Passeriformes;AVIBASE-C8C30E94;27;6;;;;;;;;5;27;27;;;;C;C;1;0;;1;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;3;11;7;4;11.8;7.7;4.6;5.1;18.2;69.3;14;51.2;21.4;46.1;20;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Frugivore;Insessorial;1;1
Stilpnia nigrocincta;725;Thraupidae;Passeriformes;AVIBASE-76F91EB1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;7;3;4;0;4;12.3;6.7;4.7;4.7;15.3;68.3;14.6;53.7;21.3;47.5;17;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Stilpnia vitriolina;726;Thraupidae;Passeriformes;AVIBASE-A7B6279C;51;31;5;10;10;;;;C;;;;;;;;;19;24;24;;;;C;0;3;;;;1;B;4;12;12;;;;C;;;;;;;;3;2;2;;;;C;87;6;6;75;4;12.2;7.7;5.8;5.8;20.4;73.1;14.8;56.1;20.9;57.3;23;Dunning;NA;NO;NA;NA;Shrubland;2;1;Omnivore;Frugivore;Insessorial;0;0
Streptoprocne rutila;727;Apodidae;Caprimulgiformes;AVIBASE-50222B1F;13;1;0;1;;;;1;B;;;;;;;;;0;4;;;;1;B;0;7;;;;1;B;;;;;;;;;;;;;;;1;1;1;3;;;C;5;0;3;2;4;7.1;3;3.7;2;12;130;93.2;38.1;71;44.5;20.2;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;0;0
Streptoprocne zonaris;728;Apodidae;Caprimulgiformes;AVIBASE-88D7E68D;49;2;0;2;;;;1;B;0;17;;;;1;B;B;0;9;;;;1;B;1;20;20;;;;C;1;1;1;3;;;C;;;;;;;;;;;;;;;5;2;3;0;4;14.4;7.7;5.3;4;22.4;212.5;139.6;73;65.7;67.2;86.8;Dunning;NA;NO;NA;NA;Forest;1;2;Carnivore;Invertivore;Aerial;0;0
Strix virgata;729;Strigidae;Strigiformes;AVIBASE-2FBDE42C;1;0;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;2;0;4;32.1;15.9;9.5;15.5;48.7;263.6;88;176.4;33.3;143.4;307.5;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Carnivore;Omnivore;Insessorial;0;0
Sturnella magna;730;Icteridae;Passeriformes;AVIBASE-27410227;27;2;;;;;;;;;;;;;;;;0;7;;;;1;B;;;;;;;;;;;;;;;;;;;;;;2;20;20;;;;C;13;4;8;1;6;33.5;20;6.1;8.2;39.8;108.1;28.4;86.1;24.8;67.4;91.8;Dunning;NA;NO;NA;NA;Grassland;3;2;Carnivore;Invertivore;Terrestrial;0;0
Synallaxis albescens;731;Furnariidae;Passeriformes;AVIBASE-346286FC;10;3;3;1;1;3;;;C;;;;;;;;;0;2;;;;1;B;;;;;;;;0;7;;;;1;B;;;;;;;;;;;;;;;36;2;28;6;4;13;8.1;3.1;3.7;19.2;54.4;7.4;47.5;13.8;76.7;11.2;Dunning;NA;NO;NA;NA;Grassland;2;1;Carnivore;Invertivore;Insessorial;0;0
Synallaxis albigularis;732;Furnariidae;Passeriformes;AVIBASE-0869AB18;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;7;3;4;0;4;13.3;8.6;2.9;3.7;19.1;55.3;8;47.3;14.3;68.2;15.4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;0;0
Synallaxis azarae;733;Furnariidae;Passeriformes;AVIBASE-C4F2C3B6;125;16;4;4;4;;;;C;;;;;;;;;8;31;31;;;;C;4;90;90;;;;C;;;;;;;;;;;;;;;;;;;;;;102;10;33;59;40;15.8;8.3;3.1;3.7;21.2;54;7.6;46.1;14.2;90.6;16.9;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Synallaxis brachyura;734;Furnariidae;Passeriformes;AVIBASE-4826C507;25;10;2;7;7;;;;C;6;0;;2;1;;A;C;2;18;18;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;6;15;1;4;16.3;10;3.4;4;21.3;57.9;7.5;51.4;12.6;76.7;18.3;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;1;1
Synallaxis rutilans;735;Furnariidae;Passeriformes;AVIBASE-FF69CFDB;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;2;1;;A;;;;;;;;15;2;13;0;4;14.9;9.1;3.3;4.3;19.5;59.6;7.2;52.1;12.2;70;16.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Synallaxis subpudica;736;Furnariidae;Passeriformes;AVIBASE-B96EBCC1;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;;;;1;B;14;3;5;6;4;14.3;8.7;2.9;3.7;22.6;62.2;8.2;53.8;13.4;108.3;18.3;Inferred;NA;YES;Body Mass;Synallaxis brachyura;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Synallaxis unirufa;737;Furnariidae;Passeriformes;AVIBASE-DF37E154;13;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;13;13;;;;C;26;5;19;2;4;15.6;9.2;3.4;3.9;21.9;57.3;6.7;51;11.6;89.1;17.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Syndactyla subalaris;738;Furnariidae;Passeriformes;AVIBASE-93B02145;7;4;1;1;1;3;;;C;;;;;;;;;2;3;3;;;;C;0;1;;;;1;B;;;;;;;;;;;;;;;1;2;2;;;;C;27;6;17;4;3;22.7;12.6;4.4;5.9;21.9;87.8;15.5;72.5;17.6;84.4;28.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Syrigma sibilatrix;739;Ardeidae;Pelecaniformes;AVIBASE-D3CAA0B6;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;0;6;;;;1;B;;;;;;;;4;2;0;2;4;69.2;49.2;10.4;13.3;87.8;290;87.2;202.8;30.1;103.8;463;Dunning;NA;NO;NA;NA;Wetland;3;2;Carnivore;Omnivore;Terrestrial;0;0
Systellura longirostris;740;Caprimulgidae;Caprimulgiformes;AVIBASE-73356C9D;1;10;;;;;;;;;;;;;;;;;;;;;;;10;1;1;;;;C;;;;;;;;;;;;;;;;;;;;;;12;5;7;0;8;20.9;8.4;4.9;2.8;16.2;158.3;76.5;81.8;48.4;116.7;45.6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;0;0
Tachornis squamata;741;Apodidae;Caprimulgiformes;AVIBASE-F0D08AFF;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;1;B;;;;;;;;13;5;5;3;8;6.1;3;2.8;2.1;7.7;103.7;69.1;34.7;66.5;67.3;11;Dunning;NA;NO;NA;NA;Woodland;1;1;Carnivore;Invertivore;Aerial;0;0
Tachycineta albiventer;742;Hirundinidae;Passeriformes;AVIBASE-9FC801AF;5;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;5;;;;C;;;;;;;;8;4;4;0;4;12.7;6.4;5;3;11;100.7;51.4;49.3;50.9;45.2;17.7;Dunning;NA;NO;NA;NA;Riverine;3;1;Carnivore;Invertivore;Aerial;0;0
Tachyphonus delatrii;743;Thraupidae;Passeriformes;AVIBASE-D145C517;69;10;;;;;;;;10;69;69;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;8;8;0;4;15.2;9.8;4.9;5.9;19.2;71.4;11;59.2;15.6;58.1;18;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Insessorial;0;0
Tachyphonus rufus;744;Thraupidae;Passeriformes;AVIBASE-ED7DE021;17;18;4;4;4;;;;C;0;3;;;;1;B;B;10;6;6;;;;C;;;;;;;;;;;;;;;0;3;;;;1;B;4;1;1;3;;;C;46;22;21;3;2;18.7;13.4;6.1;7.6;22.1;83;13.4;69.6;16.2;77.2;34.4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Omnivore;Invertivore;Insessorial;0;0
Tachyphonus surinamus;745;Thraupidae;Passeriformes;AVIBASE-A90F77DC;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;3;;;C;;;;;;;;14;7;7;0;6;16.4;11.9;5.3;5.5;18;79.9;16.3;64.2;20.2;70.1;19;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Tangara arthus;746;Thraupidae;Passeriformes;AVIBASE-0D05B12A;8;13;2;3;3;;;;C;;;;;;;;;4;1;1;3;;;C;0;3;;;;1;B;;;;;;;;;;;;;;;7;1;1;3;;;C;16;4;5;7;6;13.3;7.3;4.6;5.2;19;76;17.4;58.5;23;54.4;22;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara chilensis;747;Thraupidae;Passeriformes;AVIBASE-9655118F;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;13;5;6;2;4;13;7;4.2;4.7;17.7;76.7;16.7;59.7;21.9;56.1;19.8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara chrysotis;748;Thraupidae;Passeriformes;AVIBASE-B67CF692;1;0;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;5;2;4;15.4;8;4.6;5.5;17.2;75.6;19.5;56.1;25.8;47.3;24;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara gyrola;749;Thraupidae;Passeriformes;AVIBASE-AB916568;25;4;0;4;;;;1;B;;;;;;;;;0;11;;;;1;B;;;;;;;;2;4;4;;;;C;0;5;;;;1;B;2;1;1;3;;;C;41;9;10;22;4;12.7;7.2;4.8;5.2;18.6;73.5;15.2;57.1;21.1;51.4;21;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara inornata;750;Thraupidae;Passeriformes;AVIBASE-6E314A86;1;1;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;7;2;3;2;4;12.6;7.5;4.6;5.2;16.9;71.8;16.2;51.2;24.1;48.3;18;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Frugivore;Insessorial;1;1
Tangara johannae;751;Thraupidae;Passeriformes;AVIBASE-FB061C9B;2;0;;;;;;;;0;2;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;0;4;12.6;6.9;4.8;5.2;17;68.5;16.6;51.9;24.2;47.2;20;EltonTraits_GenAvg;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara labradorides;752;Thraupidae;Passeriformes;AVIBASE-19CC72C9;15;31;12;1;1;;;;C;;;;;;;;;5;4;4;;;;C;0;8;;;;1;B;;;;;;;;;;;;;;;14;2;2;;;;C;11;4;5;2;4;11.6;7;4.6;5.1;16.6;65;13.5;49;21.5;47.8;15;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Frugivore;Insessorial;0;0
Tangara mexicana;753;Thraupidae;Passeriformes;AVIBASE-FEAE9BE0;13;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;13;13;;;;C;;;;;;;;9;4;5;0;4;13;7.3;4.3;5;16.4;70.2;16.2;53.7;23.2;49.6;20.5;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Tangara nigroviridis;754;Thraupidae;Passeriformes;AVIBASE-D311DF97;34;12;;;;;;;;;;;;;;;;0;10;;;;1;B;0;8;;;;1;B;;;;;;;;;;;;;;;12;16;16;;;;C;21;8;10;3;6;12;6.1;4.3;4.4;16.3;69.5;16.9;52;24.6;49.4;17;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara parzudakii;755;Thraupidae;Passeriformes;AVIBASE-E07FBD8E;7;5;;;;;;;;;;;;;;;;1;2;2;;;;C;;;;;;;;;;;;;;;;;;;;;;4;5;5;;;;C;5;3;2;0;4;16.3;8.1;5;6.1;17.5;86.1;20.7;65.4;24.1;57.9;28;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara schrankii;756;Thraupidae;Passeriformes;AVIBASE-1A222683;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;2;1;;A;;;;;;;;14;5;6;3;4;13.9;7.7;4.5;5;17.5;68.1;16.4;51.7;24.1;40.8;19;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;1;1
Tangara vassorii;757;Thraupidae;Passeriformes;AVIBASE-26BE0F1E;52;15;;;;;;;;;;;;;;;;;;;;;;;4;35;35;;;;C;;;;;;;;;;;;;;;11;17;17;;;;C;31;7;12;12;8;12.2;5.9;4.2;4.7;17.9;75;17.7;57.6;23.5;53.3;18;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tangara xanthocephala;758;Thraupidae;Passeriformes;AVIBASE-4929583B;7;2;2;1;1;3;;;C;;;;;;;;;0;3;;;;1;B;0;3;;;;1;B;;;;;;;;;;;;;;;;;;;;;;15;4;7;4;4;14.5;7.4;3.9;4.8;17.5;74.1;17.8;56.6;23.9;49.7;19;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Tapera naevia;759;Cuculidae;Cuculiformes;AVIBASE-505739E9;7;0;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;0;5;;;;1;B;;;;;;;;12;4;7;1;8;19.8;12.4;5.1;7.2;28;106;24.1;81.3;22.8;146.8;48.4;Dunning;NA;NO;NA;NA;Human Modified;3;1;Carnivore;Invertivore;Generalist;0;0
Taraba major;760;Thamnophilidae;Passeriformes;AVIBASE-0776F498;5;13;;;;;;;;11;4;4;;;;C;C;;;;;;;;;;;;;;;2;1;1;3;;;C;;;;;;;;;;;;;;;43;21;22;0;5;26.3;16.9;7;10.2;33.7;90.6;4.8;87.1;5.2;81;59.2;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Terenotriccus erythrurus;761;Oxyruncidae;Passeriformes;AVIBASE-B226B93B;8;0;;;;;;;;0;8;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;3;7;18;6;9;5.3;3.5;2.5;14.8;47.6;7.6;39.3;16.2;38.1;7.4;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Tersina viridis;762;Thraupidae;Passeriformes;AVIBASE-EB9B653A;0;1;1;0;;2;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;7;10;0;4;14.5;7.6;6.1;5.2;16.1;85.4;25.1;61.1;29.1;53.6;29;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;1;1
Thalurania colombica;763;Trochilidae;Caprimulgiformes;AVIBASE-EE7180C8;9;29;;;;;;;;0;2;;;;1;B;B;28;6;6;;;;C;;;;;;;;1;1;1;3;;;C;;;;;;;;;;;;;;;42;11;12;19;8;20.4;17.6;2.3;1.5;4.1;52.3;34.9;16.2;68.2;33.1;4.5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Thalurania furcata;764;Trochilidae;Caprimulgiformes;AVIBASE-EB8F11B5;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;;;;C;;;;;;;;24;10;12;2;14;24;17.8;2.2;2;4.8;54.6;35;19.7;64.1;37.8;4.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Thamnistes anabatinus;765;Thamnophilidae;Passeriformes;AVIBASE-EE472B65;0;1;;;;;;;;1;0;;1;1;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;6;6;0;4;23.3;12.7;6.1;6.4;20;68.6;11.1;58.3;16.2;54.2;20.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Thamnomanes ardesiacus;766;Thamnophilidae;Passeriformes;AVIBASE-32180749;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;;2;1;;A;;;;;;;;18;7;11;0;4;18.1;10.9;5;5.2;18.7;70.2;11.9;58.6;17;50.2;17.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Thamnomanes caesius;767;Thamnophilidae;Passeriformes;AVIBASE-E717D293;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;1;1;;A;;;;;;;;13;6;7;0;8;18.5;10.8;5.6;4.9;17.5;69.9;9;61.5;12.7;62.5;15.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Thamnophilus atrinucha;768;Thamnophilidae;Passeriformes;AVIBASE-E61CE100;121;15;;;;;;;;12;88;88;;;;C;C;;;;;;;;;;;;;;;3;33;33;;;1;B;;;;;;;;;;;;;;;59;28;29;2;7;19.4;12.8;5.4;6.4;21.8;67.9;6.4;62.1;9.2;56.1;23.6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Thamnophilus doliatus;769;Thamnophilidae;Passeriformes;AVIBASE-484E85E3;32;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;32;32;;;;C;;;;;;;;;;;;;;;42;11;31;0;4;19.2;11.9;5.6;6.6;26.4;71.2;6.6;67.1;9;62.9;27;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Generalist;0;0
Thamnophilus multistriatus;770;Thamnophilidae;Passeriformes;AVIBASE-33EA04F1;25;13;6;6;6;;;;C;;;;;;;;;6;9;9;;;;C;;;;;;;;0;9;;;;1;B;;;;;;;;1;1;1;3;;;C;14;8;6;0;4;20;11.7;5.7;6.1;25.3;71.6;6.7;66.1;9.4;66.5;27.5;Dunning;NA;NO;NA;NA;Woodland;2;1;Carnivore;Invertivore;Insessorial;0;0
Thamnophilus schistaceus;771;Thamnophilidae;Passeriformes;AVIBASE-1464C2B0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;2;1;;A;;;;;;;;17;5;11;1;4;19.7;11.5;5.1;5.9;20.1;62.7;8.2;55.6;13.2;51.8;20.3;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Thamnophilus unicolor;772;Thamnophilidae;Passeriformes;AVIBASE-77152019;4;17;;;;;;;;;;;;;;;;10;4;4;;;;C;;;;;;;;;;;;;;;;;;;;;;7;0;;1;1;;A;13;6;7;0;4;22.1;10.4;4.9;5.9;22.4;69.4;5.3;64.8;7.6;62;24.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Theristicus caudatus;773;Threskiornithidae;Pelecaniformes;AVIBASE-5E393799;2;0;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;3;1;4;151.7;124.3;13;15.9;80.3;393;127.5;266.8;32.2;215.4;1726;Dunning;NA;NO;NA;NA;Grassland;3;2;Carnivore;Omnivore;Terrestrial;0;0
Thlypopsis superciliaris;774;Thraupidae;Passeriformes;AVIBASE-7DC2B3F6;17;3;;;;;;;;;;;;;;;;;;;;;;;3;14;14;;;;C;;;;;;;;;;;;;;;0;3;;;;1;B;27;11;3;13;7;14.8;7.2;4;4.5;19.8;67.2;11.1;55.5;16.7;59.4;14;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Thraupis episcopus;775;Thraupidae;Passeriformes;AVIBASE-EFCDB0EC;155;17;3;2;2;;;;C;2;33;33;;;;C;C;0;30;;;;1;B;0;5;;;;1;B;3;49;49;;;;C;7;35;35;;;;C;2;1;1;3;;;C;148;8;13;127;8;14.2;9.5;6.4;6.7;22.3;87.3;20.7;69.9;22.8;64;35;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Thraupis palmarum;776;Thraupidae;Passeriformes;AVIBASE-5EADEFF0;58;6;0;1;;;;1;B;0;12;;;;1;B;B;0;6;;;;1;B;0;3;;;;1;B;0;15;;;;1;B;5;19;19;;;;C;1;2;2;;;;C;77;11;17;49;4;15;9.4;5.9;6.5;20.7;92.5;20.4;72.8;21.9;70.4;39;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Threnetes ruckeri;777;Trochilidae;Caprimulgiformes;AVIBASE-DDCF894E;16;4;;;;;;;;4;13;13;;;;C;C;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;;;;;;;;6;0;2;4;4;33.4;27.3;3;2.5;5.3;56.6;34.5;21.2;62;36.3;5.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Thripadectes flammulatus;778;Furnariidae;Passeriformes;AVIBASE-8550D28A;1;2;;;;;;;;;;;;;;;;;;;;;;;2;1;1;3;;;C;;;;;;;;;;;;;;;;;;;;;;13;3;7;3;4;25.2;15;5.4;7.4;29.1;90.3;9;81.8;10;101.5;55.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Thripadectes holostictus;779;Furnariidae;Passeriformes;AVIBASE-719F19A5;7;0;;;;;;;;;;;;;;;;0;1;;;;1;B;0;2;;;;1;B;;;;;;;;;;;;;;;0;4;;;;1;B;22;8;9;5;4;24;14.4;5;6.7;26.3;84.4;11.3;72.8;13.5;97.5;40.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Thripadectes virgaticeps;780;Furnariidae;Passeriformes;AVIBASE-20B65054;0;1;1;0;;2;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;6;0;3;28;17.4;5.6;7.7;28.6;98.1;13.1;85;13.3;92.3;65.8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Tiaris olivaceus;781;Thraupidae;Passeriformes;AVIBASE-A8E1B59A;82;11;2;5;5;;;;C;;;;;;;;;7;67;67;;;;C;1;6;6;;;;C;1;1;1;3;;;C;;;;;;;;0;3;;;;1;B;129;43;69;17;4;9.1;6.7;4.1;5.7;16.9;49.9;9.6;40.9;18.9;41.4;8.5;Dunning;NA;NO;NA;NA;Human Modified;2;2;Herbivore;Granivore;Insessorial;0;0
Tigrisoma lineatum;782;Ardeidae;Pelecaniformes;AVIBASE-435D9988;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;7;1;3;3;4;109.4;81.8;12.4;20.4;98.8;306.7;50.4;253.2;16.8;135.1;813;Dunning;NA;NO;NA;NA;Wetland;2;1;Carnivore;Aquatic predator;Terrestrial;0;0
